Discriminator Error, 0.1636957909669302, 0
Discriminator Error, 0.0247244372395772, 1
Discriminator Error, 0.029819785001034917, 2
Discriminator Error, 0.027094710068915808, 3
Discriminator Error, 0.020468627905248525, 4
Discriminator Error, 0.008369045325999917, 5
Discriminator Error, 0.020362799186315946, 6
Discriminator Error, 0.023936884426982687, 7
Discriminator Error, 0.01531627328209503, 8
Discriminator Error, 0.022489982332009197, 9
Discriminator Error, 0.0161271960701525, 10
Discriminator Error, 0.028012227567415192, 11
Discriminator Error, 0.019439485368916428, 12
Discriminator Error, 0.01258276984511134, 13
Discriminator Error, 0.018101139030820286, 14
Discriminator Error, 0.011892171175869047, 15
Discriminator Error, 0.019467066261297888, 16
Discriminator Error, 0.008437896227890014, 17
Discriminator Error, 0.0058646649511756065, 18
Discriminator Error, 0.02707087063300474, 19
Discriminator Error, 0.014680346719341202, 20
Discriminator Error, 0.0018944458123365912, 21
Discriminator Error, 0.022078127758387182, 22
Discriminator Error, 0.013436762078608437, 23
Discriminator Error, 0.02946412957956881, 24
Discriminator Error, 0.004054017344773224, 25
Discriminator Error, 0.012269061793997973, 26
Discriminator Error, 0.015664149043786595, 27
Discriminator Error, 0.006292782985565962, 28
Discriminator Error, 1.1889080283714227e-05, 29
Discriminator Error, 0.020176293542782196, 30
Discriminator Error, 0.01975508892711059, 31
Discriminator Error, 0.012961544006710636, 32
Discriminator Error, 0.009520235178021976, 33
Discriminator Error, 0.015974175151477726, 34
Discriminator Error, 0.020026790864568607, 35
Discriminator Error, 0.015145051998486864, 36
Discriminator Error, 0.00010882138574179398, 37
Discriminator Error, 0.011842663106487692, 38
Discriminator Error, 0.0037273257731606506, 39
Discriminator Error, 0.02600713590701608, 40
Discriminator Error, 0.001240329756835838, 41
Discriminator Error, 0.0034682251411274874, 42
Discriminator Error, 0.012294893634667977, 43
Discriminator Error, 0.007926536737710242, 44
Discriminator Error, 0.001911827350461456, 45
Discriminator Error, 0.01214886361057139, 46
Discriminator Error, 0.015329277038518408, 47
Discriminator Error, 0.009536089788255367, 48
Discriminator Error, 0.01613865657485189, 49
Discriminator Error, 0.00303499045768486, 50
Discriminator Error, 0.018029607512101455, 51
Discriminator Error, 0.010264516207204335, 52
Discriminator Error, 0.011863380912619494, 53
Discriminator Error, 0.005669155097448805, 54
Discriminator Error, 0.011601125870404145, 55
Discriminator Error, 0.005289249244501695, 56
Discriminator Error, 0.024797408231042737, 57
Discriminator Error, 0.01322961824828175, 58
Discriminator Error, 0.0007661512566268793, 59
Error Generator, 0.0017096178234547504, 60
Error Generator, 5.034875490990258e-06, 61
Error Generator, 7.956948129752815e-06, 62
Error Generator, 1.706688851138271e-06, 63
Error Generator, 4.699985263165477e-06, 64
Error Generator, 5.835982324003978e-06, 65
Error Generator, 2.855739878774231e-06, 66
Error Generator, 1.3522647606049764e-06, 67
Error Generator, 2.866080824037036e-06, 68
Error Generator, 6.931706502322326e-07, 69
Error Generator, 1.6215068995006172e-06, 70
Error Generator, 6.514777195077239e-07, 71
Error Generator, 8.043631625704314e-07, 72
Error Generator, 6.006279733788215e-07, 73
Error Generator, 0.014338978910797036, 74
Error Generator, 0.002150866955361727, 75
Error Generator, 0.0068945366962601925, 76
Error Generator, 0.003025524857496896, 77
Error Generator, 0.0010866643630071653, 78
Error Generator, 0.0013457160235327854, 79
Discriminator Error, 0.006450916799357465, 80
Discriminator Error, 0.0002803738102327531, 81
Discriminator Error, 0.020137342034874984, 82
Discriminator Error, 0.004984511587083992, 83
Discriminator Error, 0.01627713974778171, 84
Discriminator Error, 0.0038846248145421288, 85
Discriminator Error, 0.0003632981248226814, 86
Discriminator Error, 7.711619253921082e-06, 87
Discriminator Error, 0.010715467355056775, 88
Discriminator Error, 0.010907993478716037, 89
Discriminator Error, 5.874320827999073e-05, 90
Discriminator Error, 0.01031196084083905, 91
Discriminator Error, 0.010514290943641626, 92
Discriminator Error, 1.0749312463946364e-05, 93
Discriminator Error, 0.007550165921446628, 94
Discriminator Error, 0.0005106016056323569, 95
Discriminator Error, 2.5078064139559833e-05, 96
Discriminator Error, 0.004141725663646721, 97
Discriminator Error, 0.02880163643598681, 98
Discriminator Error, 0.0007017043445108779, 99
Discriminator Error, 0.03291082113507696, 100
Discriminator Error, 0.0008145567083021017, 101
Discriminator Error, 0.0078473423126278, 102
Discriminator Error, 0.004082521993429954, 103
Discriminator Error, 0.025626596581317152, 104
Discriminator Error, 0.01246223538280446, 105
Error Generator, 0.004227198561254808, 106
Error Generator, 0.00027570282426964685, 107
Error Generator, 0.000862823335444827, 108
Error Generator, 0.0015386307774054564, 109
Error Generator, 0.00019774551598314362, 110
Error Generator, 0.0014890850143695383, 111
Error Generator, 0.004258690872853429, 112
Error Generator, 0.0018219588617738914, 113
Error Generator, 0.0017767260255236983, 114
Error Generator, 0.0016090054955843688, 115
Error Generator, 2.1710020074766448e-05, 116
Error Generator, 0.0014084077139756247, 117
Error Generator, 0.0013971816553831832, 118
Error Generator, 0.00017998490549403737, 119
Error Generator, 3.391050646509112e-05, 120
Error Generator, 0.001714194599615786, 121
Error Generator, 0.0014821173897843504, 122
Error Generator, 0.004661631874854993, 123
Error Generator, 0.0031180511948742215, 124
Error Generator, 0.0026355096633976388, 125
Discriminator Error, 0.010556636609937229, 126
Discriminator Error, 0.009543748753229813, 127
Discriminator Error, 0.0007758908175711853, 128
Discriminator Error, 0.016520816193560002, 129
Discriminator Error, 0.006124662224695524, 130
Discriminator Error, 0.002914256874504223, 131
Discriminator Error, 0.007566204301684339, 132
